-1 ,-1 ,-1,-1 ,-1 ,-1,-1,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,15 ,16 ,17 ,18 ,263,264,261,262,-1 ,-1 ,-1 ,-1
-1 ,-1 ,-1,-1 ,-1 ,-1,-1,14 ,15 ,-1 ,350,-1 ,-1 ,-1 ,-1 ,-1 ,55 ,56 ,57 ,58 ,303,304,301,302,-1 ,-1 ,-1 ,-1
-1 ,-1 ,-1,-1 ,-1 ,-1,-1,54 ,-1 ,-1 ,390,-1 ,-1 ,-1 ,-1 ,-1 ,95 ,96 ,97 ,98 ,-1 ,286,-1 ,-1 ,-1 ,341,342,-1
-1 ,-1 ,-1,247,-1 ,-1,-1,94 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,276,185,136,137,138,-1 ,326,22 ,23 ,24 ,381,382,-1
-1 ,-1 ,-1,287,-1 ,-1,-1,94 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,316,225,176,177,178,-1 ,366,62 ,63 ,64 ,-1 ,-1 ,-1
-1 ,-1 ,-1,327,-1 ,-1,-1,94 ,-1 ,-1 ,-1 ,-1 ,-1 ,0  ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,102,103,104,185,-1 ,0
-1 ,0  ,1 ,367,-1 ,-1,-1,94 ,-1 ,-1 ,-1 ,-1 ,-1 ,12 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,142,143,144,225,-1 ,-1
-1 ,12 ,13,-1 ,-1 ,-1,-1,94 ,-1 ,-1 ,-1 ,9  ,10 ,11 ,12 ,13 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1
-1 ,-1 ,-1,-1 ,-1 ,-1,-1,94 ,-1 ,-1 ,48 ,49 ,50 ,51 ,52 ,53 ,-1 ,-1 ,-1 ,0  ,1  ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1
343,344,-1,-1 ,-1 ,-1,-1,134,135,87 ,88 ,89 ,90 ,91 ,92 ,93 ,-1 ,-1 ,196,12 ,13 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1
383,384,-1,-1 ,350,-1,-1,174,175,127,128,129,130,131,132,133,-1 ,-1 ,236,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1
-1 ,-1 ,-1,-1 ,390,-1,-1,277,278,167,168,169,170,171,172,173,-1 ,-1 ,-1 ,-1 ,-1 ,214,215,216,-1 ,-1 ,-1 ,-1
0  ,0  ,0 ,-1 ,-1 ,-1,-1,317,318,207,208,209,210,211,212,28 ,29 ,-1 ,-1 ,-1 ,-1 ,254,255,256,-1 ,-1 ,-1 ,-1
12 ,12 ,12,-1 ,-1 ,-1,-1,-1 ,-1 ,-1 ,248,249,250,251,252,68 ,69 ,-1 ,-1 ,-1 ,-1 ,294,295,296,-1 ,-1 ,-1 ,-1
-1 ,-1 ,-1,-1 ,-1 ,-1,-1,-1 ,0  ,-1 ,-1 ,289,290,291,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,334,335,336,-1 ,-1 ,-1 ,-1
-1 ,-1 ,-1,-1 ,-1 ,-1,-1,-1 ,12 ,-1 ,321,329,330,331,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,374,375,357,358,-1 ,-1 ,-1
-1 ,-1 ,-1,-1 ,-1 ,-1,-1,-1 ,-1 ,-1 ,368,369,370,371,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,397,398,-1 ,-1 ,-1
