-1         ,-1         ,-1,-1,-1,-1,-1 ,-1 ,-1 ,-1         ,-1 ,357,358,-1 ,-1,-1,-1 ,-1 ,-1 ,-1 ,-1,-1 ,-1 ,-1 ,-1 ,-1 ,-1,-1
-1         ,-1         ,-1,-1,-1,-1,-1 ,-1 ,-1 ,-1         ,-1 ,397,398,-1 ,-1,-1,-1 ,-1 ,-1 ,-1 ,-1,356,-1 ,-1 ,-1 ,-1 ,-1,-1
-1         ,-1         ,-1,-1,-1,-1,354,-1 ,-1 ,-1         ,-1 ,-1 ,-1 ,-1 ,-1,-1,-1 ,-1 ,-1 ,-1 ,-1,396,-1 ,-1 ,-1 ,-1 ,-1,-1
-1         ,-1         ,-1,-1,-1,-1,394,-1 ,-1 ,-1         ,-1 ,-1 ,-1 ,-1 ,-1,-1,-1 ,-1 ,-1 ,-1 ,-1,-1 ,-1 ,-1 ,-1 ,-1 ,-1,-1
-1         ,-1         ,-1,-1,-1,-1,-1 ,-1 ,-1 ,-1         ,-1 ,-1 ,-1 ,-1 ,-1,-1,-1 ,274,348,349,-1,-1 ,-1 ,-1 ,-1 ,-1 ,-1,-1
-1         ,-1         ,-1,-1,-1,-1,-1 ,-1 ,-1 ,-1         ,-1 ,-1 ,-1 ,-1 ,-1,-1,-1 ,314,388,389,-1,-1 ,-1 ,-1 ,-1 ,-1 ,-1,-1
-1         ,-1         ,-1,-1,-1,-1,-1 ,-1 ,-1 ,-1         ,-1 ,-1 ,-1 ,-1 ,-1,-1,-1 ,-1 ,-1 ,-1 ,-1,-1 ,-1 ,-1 ,348,349,-1,-1
-2147483379,-2147483380,-1,-1,-1,-1,-1 ,-1 ,-1 ,-1         ,-1 ,-1 ,-1 ,-1 ,-1,-1,-1 ,-1 ,-1 ,-1 ,-1,-1 ,-1 ,-1 ,388,389,-1,-1
-2147483339,-2147483340,-1,-1,-1,-1,-1 ,-1 ,-1 ,-1         ,-1 ,-1 ,-1 ,-1 ,-1,-1,-1 ,-1 ,-1 ,-1 ,-1,-1 ,-1 ,-1 ,-1 ,-1 ,-1,-1
-1         ,-1         ,-1,-1,-1,-1,263,264,356,-1         ,-1 ,-1 ,-1 ,72 ,73,-1,-1 ,-1 ,-1 ,-1 ,-1,-1 ,-1 ,-1 ,-1 ,-1 ,-1,-1
-1         ,-1         ,-1,-1,-1,-1,303,304,396,-1         ,-1 ,-1 ,-1 ,96 ,97,-1,-1 ,-1 ,348,349,-1,356,-1 ,-1 ,-1 ,-1 ,-1,-1
-1         ,-1         ,-1,-1,-1,-1,-1 ,-1 ,-1 ,-2147483647,-1 ,-1 ,-1 ,-1 ,-1,-1,-1 ,-1 ,388,389,-1,396,-1 ,-1 ,-1 ,-1 ,-1,195
-1         ,-1         ,-1,-1,-1,-1,-1 ,-1 ,354,-1         ,-1 ,-1 ,-1 ,-1 ,-1,-1,-1 ,-1 ,-1 ,-1 ,-1,-1 ,-1 ,-1 ,-1 ,-1 ,-1,235
-1         ,-1         ,-1,-1,-1,-1,-1 ,-1 ,394,-1         ,-1 ,-1 ,-1 ,-1 ,-1,-1,356,-1 ,-1 ,-1 ,-1,-1 ,-1 ,-1 ,-1 ,-1 ,-1,275
-1         ,-1         ,-1,-1,-1,-1,-1 ,-1 ,-1 ,-1         ,-1 ,-1 ,-1 ,195,-1,-1,396,-1 ,-1 ,-1 ,-1,-1 ,-1 ,-1 ,-1 ,-1 ,-1,-1
-1         ,-1         ,-1,-1,-1,-1,-1 ,-1 ,-1 ,108        ,274,-1 ,-1 ,235,-1,-1,-1 ,-1 ,-1 ,-1 ,-1,348,349,199,-1 ,-1 ,-1,-1
-1         ,-1         ,-1,-1,-1,-1,-1 ,-1 ,-1 ,148        ,314,-1 ,-1 ,-1 ,-1,-1,-1 ,-1 ,-1 ,-1 ,-1,388,389,239,263,264,-1,-1
-1         ,-1         ,-1,-1,-1,-1,-1 ,-1 ,-1 ,-1         ,-1 ,-1 ,-1 ,-1 ,-1,-1,-1 ,-1 ,-1 ,-1 ,-1,-1 ,-1 ,-1 ,303,304,-1,-1
